[4:12];[7:3];[7:10];[7:14]
587.838;0;20.1244;0.0115613
587.106;0;20.1534;0.0118433
587.96;0;20.1534;0.0169189
587.716;0;20.1823;0.0101514
588.083;0;20.1823;0.0101514
588.449;0;20.1389;0.015791
587.96;0;20.1389;0.0132532
588.327;0;20.081;0.0177649
588.083;0;20.081;0.0149451
587.228;0;20.0521;0.0149451
587.716;0;20.0521;0.0124072
587.96;0;20.0231;0.0112793
588.937;0;20.0087;0.016073
587.96;0;20.0087;0.0107153
588.327;0;20.0087;0.0169189
588.937;0;20.0521;0.0104333
588.327;0;20.0521;0.0126892
587.96;0;20.11;0.0177649
587.96;0;20.1389;0.0132532
586.984;0;20.1389;0.0109973
588.083;0;20.1389;0.0135352
587.35;0;20.1678;0.0104333
588.327;0;20.1678;0.0186108
587.716;0;20.1823;0.0109973
588.449;0;20.1534;0.0124072
588.937;0;20.1534;0.0177649
588.937;0;20.1534;0.0124072
588.083;0;20.0955;0.0112793
588.327;0;20.0955;0.0101514
587.716;0;20.0521;0.0174829
588.083;0;20.0521;0.0140991
587.716;0;20.0231;0.0109973
588.449;0;20.0231;0.0109973
587.96;0;20.0087;0.0149451
588.693;0;20.0087;0.0115613
588.571;0;20.0521;0.0121252
589.425;0;20.0521;0.0121252
587.838;0;20.11;0.0169189
588.449;0;20.11;0.0107153
587.35;0;20.1389;0.0135352
588.083;0;20.1823;0.016355
587.472;0;20.1823;0.0107153
587.96;0;20.1968;0.0143811
588.083;0;20.1968;0.0121252
588.327;0;20.2112;0.0152271
588.937;0;20.2112;0.0121252
589.303;0;20.2112;0.0180469
587.96;0;20.2257;0.016355
588.571;0;20.2402;0.016637
587.35;0;20.2402;0.0174829
589.059;0;20.2402;0.016637
587.716;0;20.2402;0.0109973
587.96;0;20.2546;0.0174829
587.716;0;20.2546;0.0126892
589.059;0;20.2546;0.0115613
588.937;0;20.2546;0.0115613
589.303;0;20.2691;0.0112793
588.693;0;20.2691;0.016073
589.181;0;20.2691;0.016073
587.716;0;20.2691;0.0118433
589.181;0;20.2691;0.0177649
588.571;0;20.2691;0.0109973
587.716;0;20.2691;0.0169189
588.693;0;20.2691;0.0138171
588.937;0;20.2112;0.0146631
589.059;0;20.2112;0.0138171
589.669;0;20.1389;0.0107153
588.449;0;20.1389;0.0149451
588.693;0;20.0955;0.0177649
587.716;0;20.0955;0.0118433
588.449;0;20.0521;0.0183289
588.205;0;20.0521;0.0112793
587.594;0;20.0231;0.0135352
588.571;0;20.0231;0.0146631
588.815;0;20.0231;0.0146631
588.571;0;20.0087;0.0107153
589.059;0;19.9797;0.0112793
587.96;0;19.9797;0.0149451
587.96;0;19.9653;0.0183289
587.838;0;19.9653;0.0118433
588.205;0;19.9653;0.0140991
588.327;0;19.9653;0.0118433
587.716;0;19.9508;0.016073
587.716;0;19.9508;0.0104333
588.327;0;19.9508;0.0169189
588.937;0;19.9508;0.0112793
588.815;0;19.9508;0.0132532
587.96;0;19.9363;0.0152271
587.96;0;19.9363;0.0177649
588.083;0;19.9363;0.0121252
588.815;0;19.9363;0.0180469
588.571;0;19.9363;0.0118433
588.083;0;19.9363;0.016073
588.327;0;19.9363;0.016355
588.449;0;19.9942;0.0132532
588.937;0;19.9942;0.0109973
589.059;0;20.0666;0.015791
588.083;0;20.0666;0.015791
588.327;0;20.0666;0.0140991
588.693;0;20.11;0.0118433
588.693;0;20.1534;0.0135352
588.937;0;20.1534;0.0126892
588.083;0;20.1823;0.015509
588.205;0;20.1823;0.016637
588.815;0;20.1968;0.0126892
588.937;0;20.1968;0.0112793
589.792;0;20.2112;0.016073
587.96;0;20.2112;0.0132532
587.594;0;20.2257;0.0169189
588.571;0;20.2257;0.0115613
588.449;0;20.2402;0.0135352
588.327;0;20.2402;0.0135352
588.083;0;20.2546;0.0118433
587.96;0;20.2546;0.0115613
588.815;0;20.2546;0.0126892
588.815;0;20.2546;0.0177649
589.547;0;20.2546;0.0174829
587.472;0;20.2546;0.0132532
587.838;0;20.2546;0.0121252
587.96;0;20.2546;0.0124072
588.205;0;20.2691;0.015509
588.205;0;20.2691;0.0138171
588.083;0;20.2691;0.0118433
588.083;0;20.2691;0.0169189
589.059;0;20.1968;0.0126892
589.425;0;20.1968;0.0126892
590.158;0;20.1968;0.0140991
587.96;0;20.1389;0.0126892
588.327;0;20.1389;0.0126892
588.327;0;20.0955;0.0121252
588.449;0;20.0521;0.0149451
587.838;0;20.0521;0.0146631
587.96;0;20.0521;0.0146631
587.96;0;20.0231;0.016637
589.181;0;20.0231;0.016637
588.815;0;20.0666;0.0172009
589.792;0;20.1244;0.0174829
588.449;0;20.1244;0.0124072
587.96;0;20.1534;0.0169189
588.083;0;20.1534;0.0152271
588.937;0;20.1534;0.0118433
588.083;0;20.1823;0.0118433
587.716;0;20.1823;0.015509
587.228;0;20.2112;0.0169189
588.937;0;20.2257;0.0140991
588.937;0;20.2257;0.0140991
589.181;0;20.2257;0.0132532
588.449;0;20.2257;0.0118433
588.693;0.579664;20.2402;0.0146631
588.205;0.579664;20.2402;0.0121252
588.693;0;20.2546;0.0140991
588.327;0;20.2546;0.016355
587.228;0;20.2546;0.0135352
586.984;0;20.2546;0.016073
588.449;0;20.2546;0.0112793
588.815;0;20.2546;0.0129712
589.547;0;20.2546;0.0129712
588.083;0;20.2691;0.0118433
588.327;0;20.2691;0.0149451
588.449;0;20.2691;0.0121252
588.937;0;20.2691;0.0143811
588.449;0;20.2691;0.0174829
587.716;0;20.2691;0.0126892
587.106;0;20.2691;0.016355
588.693;0;20.2112;0.0118433
588.571;0;20.2112;0.0124072
589.059;0;20.1389;0.0149451
588.449;0;20.1389;0.0115613
588.083;0;20.0955;0.0146631
588.327;0;20.0955;0.0129712
588.815;0;20.0521;0.0138171
588.571;0;20.0521;0.0174829
587.96;0;20.0231;0.0124072
586.984;0;20.0231;0.015791
588.937;0;20.0087;0.0112793
588.815;0;20.0087;0.0121252
589.547;0;19.9797;0.0118433
588.327;0;19.9797;0.0169189
587.838;0;19.9797;0.0129712
588.449;0;19.9797;0.0138171
588.327;0;19.9653;0.0132532
587.96;0;19.9653;0.0174829
588.083;0;19.9508;0.0124072
587.472;0;19.9508;0.015791
588.449;0;19.9508;0.0172009
588.937;0;19.9508;0.0172009
589.547;0;19.9363;0.0118433
587.96;0;19.9363;0.016355
587.96;0;19.9363;0.0135352
587.838;0;19.9363;0.0143811
588.205;0;19.9363;0.0109973
588.205;0;19.9363;0.0172009
587.716;0;19.9363;0.0118433
587.106;0;19.9363;0.0146631
588.449;0;19.9942;0.0129712
589.181;0;19.9942;0.0115613
589.547;0;20.0666;0.0169189
587.96;0;20.0666;0.0129712
587.716;0;20.11;0.0132532
588.327;0;20.11;0.016355
588.449;0;20.1534;0.0109973
587.838;0;20.1534;0.016637
587.838;0;20.1678;0.0118433
587.716;0;20.1678;0.0143811
589.059;0;20.1968;0.0135352
588.937;0;20.1968;0.0115613
589.547;0;20.1968;0.0115613
588.205;0;20.2112;0.0118433
587.228;0;20.2257;0.016073
588.449;0;20.2257;0.016637
588.937;0;20.2402;0.0118433
588.571;0;20.2402;0.016637
587.96;0;20.2402;0.0109973
587.472;0;20.2402;0.0138171
588.693;0;20.2546;0.016355
589.303;0;20.2546;0.0115613
589.669;0;20.2546;0.0135352
588.571;0;20.2546;0.0126892
587.594;0;20.2691;0.0149451
588.327;0;20.2691;0.0172009
588.815;0.579664;20.2691;0.0115613
587.716;0.579664;20.2691;0.016637
587.716;0;20.2691;0.0112793
587.35;0;20.2691;0.0152271
588.449;0;20.2691;0.0149451
588.815;0;20.2691;0.015791
589.425;0;20.2691;0.0107153
588.937;0;20.2691;0.0138171
587.716;0;20.2691;0.0146631
588.205;0;20.2691;0.0177649
588.815;0;20.2691;0.0109973
588.327;0;20.2691;0.0149451
587.96;0;20.2691;0.015791
586.984;0;20.2691;0.015509
588.815;0;20.2112;0.015791
589.059;0;20.2112;0.0115613
589.669;0;20.1389;0.0140991
588.937;0;20.1389;0.0115613
588.327;0.579664;20.0955;0.0169189
588.449;0.579664;20.0955;0.0169189
589.181;0;20.0521;0.0112793
588.693;0;20.0521;0.0146631
588.083;0;20.0231;0.0118433
587.106;0;20.0231;0.0124072
588.937;0;20.0666;0.0146631
589.547;0;20.0666;0.0115613
589.669;0;20.11;0.016073
588.327;0;20.11;0.0135352
588.205;0.579664;20.1534;0.0132532
588.815;0.579664;20.1534;0.0112793
589.059;0.579664;20.1823;0.016637
588.083;0;20.1968;0.0143811
588.449;0;20.1968;0.0169189
587.472;0;20.2257;0.0121252
589.181;0;20.2257;0.0121252
589.547;0.579664;20.2257;0.0143811
589.181;0;20.2257;0.016355
588.571;0;20.2257;0.0118433
588.571;0;20.2402;0.0112793
588.205;0;20.2546;0.015791
589.181;0;20.2546;0.0140991
588.449;0;20.2546;0.0143811
588.083;0.579664;20.2546;0.0126892
587.35;0.579664;20.2546;0.0112793
588.571;0;20.2546;0.0140991
589.425;0;20.2546;0.0129712
589.425;0;20.2546;0.015791
588.571;0;20.2546;0.0121252
588.449;0;20.2691;0.0112793
587.96;0;20.2691;0.0152271
589.059;0;20.2691;0.0109973
588.449;0;20.2691;0.0138171
588.327;0;20.2691;0.0169189
587.594;0;20.2691;0.0115613
588.205;0;20.2691;0.0174829
589.303;0;20.2691;0.0135352
589.059;0;20.2691;0.015509
588.449;0;20.2691;0.0169189
587.96;0;20.2691;0.0121252
587.96;0;20.2836;0.0146631
589.425;0;20.2836;0.015509
588.449;0;20.2691;0.0140991
587.96;0;20.2691;0.0140991
587.838;0;20.2691;0.0140991
588.693;0;20.2836;0.0109973
589.059;0;20.2836;0.0132532
588.937;0;20.2836;0.0140991
588.327;0;20.2836;0.0115613
588.205;0;20.2691;0.0118433
588.083;0;20.2836;0.0140991
589.303;0;20.2836;0.0169189
588.083;0;20.2691;0.0132532
587.838;0;20.2691;0.0149451
588.083;0;20.2112;0.0107153
588.449;0;20.2112;0.016355
589.425;0;20.1534;0.0146631
589.425;0;20.1534;0.0143811
588.815;0;20.1534;0.0132532
587.96;0;20.0955;0.0126892
587.716;0;20.0521;0.0138171
589.181;0;20.0521;0.0169189
587.716;0;20.0376;0.0121252
587.472;0;20.0376;0.016355
588.083;0;20.0666;0.016637
588.327;0;20.0666;0.016073
589.181;0;20.11;0.016073
589.425;0;20.11;0.0112793
588.815;0;20.11;0.0112793
588.327;0;20.1534;0.016637
587.716;0;20.1823;0.0135352
589.059;0;20.1823;0.0183289
587.838;0;20.1968;0.0115613
587.35;0;20.1968;0.0174829
587.594;0;20.2257;0.0112793
588.327;0;20.2257;0.0152271
589.547;0;20.2257;0.016637
589.303;0;20.2257;0.0129712
588.937;0;20.2257;0.0109973
588.571;0;20.2402;0.0172009
588.205;0;20.2546;0.0129712
589.181;0;20.2546;0.0132532
587.838;0;20.2546;0.0107153
587.594;0;20.2546;0.016073
587.35;0;20.2546;0.0115613
587.96;0;20.2546;0.0109973
588.937;0;20.2691;0.0180469
589.425;0;20.2691;0.0126892
588.937;0;20.2691;0.0109973
588.449;0;20.2691;0.016637
588.449;0;20.2691;0.0126892
589.181;0;20.2691;0.0140991
588.083;0;20.2691;0.0107153
587.106;0;20.2691;0.015509
586.74;0;20.2112;0.0121252
587.35;0;20.2112;0.0140991
588.815;0;20.1389;0.0191748
588.815;0;20.1389;0.0112793
587.96;0;20.081;0.016637
588.571;0;20.081;0.0109973
588.205;0;20.0521;0.0121252
588.937;0;20.0521;0.0177649
587.594;0;20.0231;0.00986938
587.472;0;20.0231;0.0140991
587.106;0;20.0666;0.0129712
588.083;0;20.0666;0.0140991
588.937;0;20.11;0.0186108
588.571;0;20.11;0.0115613
587.838;0;20.11;0.0109973
588.937;0;20.1534;0.016637
588.571;0;20.1823;0.0118433
589.059;0;20.1823;0.016073
587.716;0;20.1823;0.0177649
587.35;0;20.1968;0.0180469
586.984;0;20.1534;0.0143811
587.838;0;20.1534;0.0132532
589.059;0;20.0955;0.0191748
588.937;0;20.0955;0.0191748
587.96;0;20.0955;0.0112793
588.815;0;20.0521;0.016073
588.571;0;20.0231;0.0152271
588.815;0;20.0231;0.0101514
587.96;0;20.0231;0.016637
587.594;0;20.0087;0.0095874
587.716;0;20.0521;0.0146631
587.838;0;20.0521;0.0101514
588.449;0;20.0955;0.0180469
588.937;0;20.0955;0.0104333
587.716;0;20.1389;0.015509
588.449;0;20.1389;0.0115613
587.472;0;20.1678;0.0101514
587.96;0;20.1678;0.016355
587.35;0;20.1968;0.0095874
586.984;0;20.1968;0.0169189
587.228;0;20.2112;0.016637
587.96;0;20.2112;0.0126892
588.083;0;20.2257;0.0183289
588.571;0;20.2257;0.0126892
587.96;0;20.2402;0.0146631
587.96;0;20.2402;0.0146631
587.96;0;20.2402;0.0101514
588.571;0;20.2402;0.0186108
587.838;0;20.2546;0.0101514
587.106;0;20.2546;0.016637
587.472;0;20.2546;0.0107153
588.205;0.579664;20.2546;0.0121252
588.327;0.579664;20.2546;0.016073
589.059;0;20.2691;0.0138171
588.327;0;20.2691;0.0143811
588.571;0;20.2691;0.0169189
587.96;0;20.2691;0.0101514
588.205;0;20.2691;0.0146631
587.716;0;20.2691;0.0107153
587.106;0;20.2691;0.015791
586.984;0;20.2691;0.0177649
588.449;0;20.2691;0.0109973
587.716;0;20.2691;0.0174829
588.449;0;20.2691;0.0104333
587.594;0;20.2691;0.0132532
588.693;0;20.2691;0.0132532
587.35;0;20.2691;0.0101514
587.716;0;20.2691;0.0180469
587.35;0;20.2691;0.0118433
587.35;0;20.2691;0.015509
586.74;0;20.2112;0.0180469
587.594;0;20.2112;0.0112793
588.083;0;20.1534;0.0172009
588.693;0;20.1534;0.0104333
588.327;0;20.0955;0.0124072
588.693;0;20.0955;0.0124072
587.96;0;20.0521;0.0095874
587.96;0;20.0521;0.0143811
587.594;0;20.0231;0.00986938
587.838;0;20.0231;0.0104333
586.984;0;20.0666;0.0177649
588.205;0;20.0666;0.0124072
588.083;0;20.11;0.015791
587.838;0;20.11;0.0177649
588.327;0;20.1534;0.0118433
588.571;0;20.1534;0.0172009
588.205;0;20.1823;0.0101514
587.594;0;20.1823;0.0169189
587.106;0;20.2112;0.0135352
587.594;0;20.2112;0.0146631
587.35;0;20.2257;0.0172009
587.472;0;20.2257;0.0135352
587.838;0;20.2257;0.016073
588.205;0;20.2257;0.0109973
587.594;0;20.2402;0.0115613
588.083;0;20.2402;0.0115613
588.083;0;20.2402;0.0149451
587.472;0;20.2546;0.016637
587.472;0;20.2546;0.0152271
587.594;0;20.2546;0.0135352
587.594;0;20.1968;0.0169189
588.083;0;20.1389;0.0143811
587.96;0;20.1389;0.0149451
588.327;0;20.0955;0.0188928
588.083;0;20.0955;0.0115613
588.205;0;20.0955;0.0180469
588.327;0;20.0521;0.0112793
587.594;0;20.0521;0.016355
587.838;0;20.0231;0.016073
587.96;0;20.0666;0.0104333
587.96;0;20.0666;0.016637
588.327;0;20.11;0.0146631
588.449;0;20.11;0.0146631
